,place,text, artist
67,76,"""А давай на ты
А давай на ты
Да, я хочу стать к тебе ближе
Узнать, чем же ты дышишь

Давай на ты
А давай на ты
Представь, что мы в Париже
Танцуем, сносит крышу

А давай на ты
А давай на ты
А давай на ты
А давай на ты

Ты не прогадала с этим платьем алым
Луна намекала, что нам будет мало
Всю ночь танцевала, чувства ритма дарим
Иди ко мне жадно, в небеса ударим

Ты не прогадала с этим платьем алым
Луна намекала, что нам будет мало
Всю ночь танцевала, чувства ритма дарим
Иди ко мне жадно, в небеса ударим

Как же мне так повезло
Этой ночью встретил тебя
Башню сразу же снесло
Все события торопя

А давай на ты
А давай на ты
Да, я хочу стать к тебе ближе
Узнать, чем же ты дышишь

Давай на ты
А давай на ты
Представь, что мы в Париже
Танцуем, сносит крышу

А давай на ты
А давай на ты
А давай на ты
А давай на ты""",JONY
68,77,"""Как горят огни
Гори, но не выгорай внутри, — кричат они
Всё, что мы делаем — для любви, весна в крови
И это самый лучший день
(Раз, два, три!)

Как горят огни
Гори, но не выгорай внутри, — кричат они
Всё, что мы делаем — для любви, весна в крови
И это самый лучший день
(Раз, два, три!)

Я выгляжу как pornstar
Отвезу домой style
Детка, уже поздно
Давай делать взросло

Тёлка пахнет как шампунь из школы
Да, я самый новый
Ты даже не представляешь, как может быть клёво

Догорает наш огонь дотла (у-у-у; да-а-а, да-а)
Да, я, сегодня ты, а завтра я (а завтра я)
Но я всё равно буду с тобой (ву, буду с тобой)
Мой дорогой, мой дорогой (вот, ву)

Как горят огни
Гори, но не выгорай внутри, — кричат они
Всё, что мы делаем — для любви, весна в крови
И это самый лучший день
(Раз, два, три!)

Как горят огни
Гори, но не выгорай внутри, — кричат они
Всё, что мы делаем — для любви, весна в крови
И это самый лучший день""",ANIKV feat SALUKI
69,78,"""Здравствуй, моя грусть
Снова я пишу, но впустую
Я тебя запомнил босую
В комнате моей, ну и пусть
Как ты, моя грусть?
У меня всё ровно, спасибо
Жаль только, ты не спросила
Как за тебя я молюсь

Ты всё решила сама
В бокале вина не найти оправданий
И серые зданья
Улиц промокших всё ждут до утра

Ну как же ты могла? Он лгал, а ты ждала
И знала, как он всем и каждой
Знаешь, не придёт и тебе он не вернёт
Твой последний самолёт бумажный

Среди лент новостей верить каждому не смей
Но и с ним в одну постель не стоит
Дождь, как и вчера укроет города
И твою печаль опять укроет

Ночь или день, свет или тень
В лицах людей прохожих
Долго искал, чтобы узнать

Здравствуй, моя грусть
Снова я пишу, но впустую
Я тебя запомнил босую
В комнате моей, ну и пусть
Как ты, моя грусть?
У меня всё ровно, спасибо
Жаль только, ты не спросила
Как за тебя я молюсь""",ELMAN
70,79,"""Толькo ты и я (только ты и я)

Я был прaв, но не счастлив, разбуди меня огнем
Может встать, попытаться, можешь поделиться сном
Every day перетяги, дышу музыкой назло
Я тону в этой саге, пока дымится нутро

Бере-береги мою любовь
Впере-впереди моя душа
Я не перeстал любить без слов
Хочу любоваться, не спеша

Только ты и я (ты и я), позабыли всех других
Только ты и я (ты и я), скоро подарю круги

Ведь нас можно было вернуть
Пока не погасли звёзды (звёзды)
И я только познал ту суть
Что для тебя мир мой создан (создан)

Ведь нас можно было вернуть
Пока не погасли звёзды (звёзды)
И я только познал ту суть
Что для тебя мир мой создан (создан)

Ты как вискарь, я глушу тебя до дна
В моих объятьях одна
Дай мне огня, дай мне, дай мне, дай мне
Дай мне влюбится в тебя

Это мир не покорежен, пока в её глаза свет
С тобой буду осторожен, я отбросил этот бред
И весною с тобою мы встретимся опять
Не спорю закрою все дни, что виноват

Подержу тебя за руку, чтобы не улетела
Я был честен, детка, знаешь меня, ты все видела

Ведь нас можно было вернуть
Пока не погасли звёзды (звёзды)
И я только познал ту суть
Что для тебя мир мой создан (создан)

Ведь нас можно было вернуть
Пока не погасли звёзды (звёзды)
И я только познал ту суть
Что для тебя мир мой создан (создан, а-а-а)""",Xcho
71,80,"""Нет, не могу я устоять
Как не любить твои глаза?
Забываю все слова
Что сказать, что сказать?
Прoмолчу

Нет, не могу я устоять
Как не любить твои глаза?
Забываю все слова
Что сказать, что сказать?
Промолчу

Холодные сердца боятся обжечься
Мы догорим и наше пламя не вечно
Будни так и тянут развлечься
А я так же катаю PlayStation

Я ставлю на стоп все свои чувства
Но так хочу с тобой проснуться
Мне хоть слово сказать
Чтобы ты на меня обернулась
Как же сделать мне так
Чтобы ты мне сейчас улыбнулась?
Подари, подари поцелуй

Нет, не могу я устоять
Как не любить твои глаза?
Забываю все слова
Что сказать, что сказать?
Промолчу

Нет, не могу я устоять
Как не любить твои глаза?
Забываю все слова
Что сказать, что сказать?
Промолчу

Я теряю контроль, когда смотрю
В её глазах я вижу свет и горю
Эта зима для меня словно июль
Подари, подари поцелуй

Нет, не могу я устоять
Как не любить твои глаза?
Забываю все слова
Что сказать, что сказать?
Промолчу

Нет, не могу я устоять
Как не любить твои глаза?
Забываю все слова
Что сказать, что сказать?
Промолчу

Не могу я устоять
Как не любить твои глаза
Забываю все слова
Что сказать, что сказать?
Промолчу

Что сказать, что сказать?
Промолчу

Что сказать, что сказать?
Прoмолчу""",Andro
72,81,"""Ты рождён, чтобы влюблять
Красивых девочек
Твоя тьма свела с ума
Всех бывших моих подруг
Твоя миссия ломать
Ведь строить незачем
Превращая ангелов
В раненых холодных сук

Ты скажешь, что я словно сияю, сияю, сияю
Но это лишь хайлайтер, а не я, не я, не я
Ты болеешь мной, но снова теряешь, теряешь
(А-а-а) хоть так и не обрёл меня

А я опять затмила всех бывших и настоящих
Для тебя я круче тех, кого крутят по ящику
Я опять затмила всех! Ты горюешь, я праздную
Ты стоишь, я на красный, мы всё видим по-разному

Я опять затмила

Я опять затмила

Твоя очередь в конце
А я начну сначала
Ты же будешь ждать, как ждали те
Кто тебя любил
Вновь меняешься в лице
Тебя так помотало
Как тех милых девочек
Кого ты не пощадил

Ты скажешь, я сегодня сияю, сияю, сияю
Но это мой хайлайтер, а не я, не я, не я
Тебя здесь хочет каждая вторая, вторая, вторая
(А-а-а) а я снова первая

А я опять затмила всех бывших и настоящих
Для тебя я круче тех, кого крутят по ящику
Я опять затмила всех! Ты горюешь, я праздную
Ты стоишь, я на красный, мы всё видим по-разному

Я опять затмила

Я опять затмила

Они висят на твоей шее
Они хотят все отношений
А у меня в груди не щемит так
Но ты снова ведёшься, дурак
Ты по пятам за моей тенью
Продолжим в это воскресенье
Не прерывай моё веселье, и
Я отомщу за кaждую из них""",ANNA ASTI
73,82,"""Холодно, холодно, но ни чё
Ведь рядом с тобой мне горячо
Пусть падает, падает на плечо снег
А нам не холодно вместе нам горячо

Холодно, холодно, но ни чё
Ведь рядом с тобой мне горячо
Пусть падает, падает на плечо снег
А нам не холодно вместе, нам горячо

За окном дикие минуса
Замело все дороги до тебя
Любимые кроссы в эти морозы
Греют меня как никогда

Вокруг планеты всей мы
На пару пара дураков
Со скоростью кометы
Пролетаем между облаков

Ты и я, мы инь и янь
Обнимай меня, обнимай
В эти зимние холода
В нашем сердце май

Холодно, холодно, но ни чё
Ведь рядом с тобой мне горячо
Пусть падает, падает на плечо снег
А нам не холодно вместе, нам горячо

Холодно, холодно, но ни чё
Ведь рядом с тобой мне горячо
Пусть падает, падает на плечо снег
А нам не холодно вместе, нам горячо

Посмотри
Звёзды, как огни
И в день ледяной этой зимой
Так горячо внутри рядом с тобой

Холодно, холодно, но ни чё
Ведь рядом с тобой мне горячо
Пусть падает, падает на плечо снег
А нам не холодно вместе нам горячо""",Chris Yank
74,83,"""(Ой-ой-ой-ой-ой)
И снова ты
Седая ночь
В тебе храню все свои секреты
Ты мой кумир
Юра Шатунов
Давай запомним это лето

И снова ты
Седая ночь
В тебе храню все свои секреты
Ты мой кумир
Юра Шатунов
Давай запомним это лето

А я хочу
А я хочу опять
Твой голос слышать ласковый забвенный
Обычный вечер
В Петербурге
Седая ночь течёт по венам

Течёт по венам золотая кровь
Я твой Том Харди, ты моя любовь
Я добрый Веном, жру твои мозги
А ты беги, беги, беги

И снова ты
Седая ночь
В тебе храню все свои секреты
Ты мой кумир
Юра Шатунов
Давай запомним это лето

И снова ты
Седая ночь
В тебе храню все свои секреты
Ты мой кумир
Юра Шатунов
Давай запомним это лето""",ALEKS ATAMAN feat FINIK
75,84,"""Эта любовь — самообман
И до утра я буду пьян
Виски — наркоз и в облака
Ты не моя, ты не моя
(Ты не моя)
Ты не моя
А я не твой
Наш разговор
Это пьяная боль
Время прошло
Ты холодна
И Новый год теперь без тебя
Ты только намекни и я прилечу
Под звук курантов я тебя украду
Сегодня ты будешь сиять только для меня
Плевать, что ты не моя
Эта любовь — самообман
И до утра я буду пьян
Виски — наркоз и в облака
Ты не моя, ты не моя
Эта любовь — самообман
И до утра я буду пьян
Виски — наркоз и в облака
Ты не моя, ты не моя
Вуоп-вуоп-вуоп, ты так красива
Хлоп-хлоп, праздников всего мира
И мы ловим момент, смотрим фильмы
Хоть мы не совместимы
Все с тобой так хотят сфоткаться
Но только у меня получится
Но ты не моя и я мучаюсь
Эта любовь — самообман
И до утра я буду пьян
Виски — наркоз и в облака
Ты не моя, ты не моя
Эта любовь — самообман
И до утра я буду пьян
Виски — наркоз и в облака
Ты не моя, ты не моя
(Ты не моя)""",Amirchik
76,85,"""Ты только сияй
Ты только танцуй
Под каплями по лицу
Себя не теряй

Ты только сияй
Ты только танцуй
Под каплями по лицу
Себя не теряй

Город, ночные лица
Один повод, и не спится
Ты можешь быть superstar
Но только всё бред, если устал

Я так промокла от людей, что друг друга калечат
И по стёклам, как злодей
Бегу к тебе навстречу с теплом
И что бы не случилось потом

Ты только сияй
Ты только танцуй
Под каплями по лицу
Себя не теряй

Ты только сияй
Ты только танцуй
Под каплями по лицу
Себя не теряй

Ты так устал, беги, куда ты не успел
Тебя не берегли все, кого так хотел
Но важен один момент
Любить – не значит просить взамен

Ты всё забудешь, поверь мне
Не ставь только запреты
Скоро будешь наравне
Со всеми, кто перепеты тобой
Оставь себя в покое и пой

Ты только сияй
Ты только танцуй
Под каплями по лицу
Себя не теряй

Ты только сияй
Ты только танцуй
Под каплями по лицу
Себя не теряй

Ты если устал
Пой песни и сияй
Живи, будто любишь белый туман
Танцуй, будто рядом океан""",Мари Краймбрери
77,87,"""Ветер в голове, и в карманах пусто
За эти чувства тебе спасибо
Все твои манёвры — новый вид искусства
И так жестоко, и так красиво

Ты вернёшься завтра, может послезавтра
Но кто сказал, что тебя ждать я буду?
От тебя давно уже не слышно правды
Не буду плакать и бить посуду

Грустная танцую, танцую, танцую
За тобой под пули, а ты от меня
Грустная танцую, танцую, танцую, танцую
Всё, что ты обещал — куплено, продано

Если у всего тут есть цена, то я
Я тебя взяла бы напрокат временно
А потом и ты себе найдёшь другую
Её целуя, меня ревнуя

Если у всего тут есть цена, то я
Я тебя взяла бы напрокат временно
А потом и ты себе найдёшь другую
Её целуя, меня ревнуя

Может быть, ты просто влюбчивый, да
А может, это я невезучая
Я поверю, но тебе верить нельзя
Больно я тобою научена

Грустная танцую, танцую, танцую
За тобой под пули, а ты от меня
Грустная танцую, танцую, танцую, танцую
Всё, что ты обещал — куплено, продано

Если у всего тут есть цена, то я
Я тебя взяла бы напрокат временно
А потом и ты себе найдёшь другую
Её целуя, меня ревнуя

Если у всего тут есть цена, то я
Я тебя взяла бы напрокат временно
А потом и ты себе найдёшь другую
Её целуя, меня ревнуя

Если у всего тут есть цена, то я
Я тебя взяла бы напрокат временно
А потом и ты себе найдёшь другую
Её целуя, меня ревнуя""",Лолита
78,88,"""Когда я был неизвестен, они все боялись (тс-с)
(Lorenz, don't stop) я скрывал потенциал, типа я стесняюсь (squa')
Я не пожал вам руку, потому что не знакомы (ах)
Я не пожал вам руку, чтобы знали: я всё помню (Фш)
Я не начну диалог с тобой, нам не о чём
А? М? (Wex on the beat) Это моя машина?

Водила чувствует мой вайб, он начинает шашковать (ай)
Молодой BUSHIDO ZHO, я должен всё забрать (ай)
Еду 220, чтоб работать, а не спать (ай)
Тебе тут нечего ловить, и я не буду врать (ай)

Водила чувствует мой вайб, он понимает, с кем он едет (skrrt-skrrt)
Видишь моё имя в чартах, bro, ты хочешь кредит (pow)
Мне плевать, что ты базаришь, bro, он просто бредит (nah, nah, nah)
И к чему все разговоры, что-
Не, он дальше не уедет (pow, gang, hold on)

Как видишь, я уехал
Под моею жопой бэха, и мои идеи успешные (многие, да)
Вы все для меня смешные
Я буду откровенным, что мои поступки грешные (эй, эй, эй, не все, наверно)

Я держу Nin'у, я не могу спать (nah, nah, nah)
Если лягу с нею, то я сломаю кровать (damn, у)
Хочешь, чтоб я выступил за сотку k
Ты допустил ошибку, ведь там не хватает нолика (лямчик, bye)

Со мной красивая thot (ау)
У неё большая жопа, она трётся об мой Glock (пр-р)
I got big racks, feelin' like I'm Key Glock (пр-р)
BUSHIDO ZHO — реальный thug, тебя финесит твой plug (ау)

У меня есть шутер, и он выглядит, как Дональд Дак (scally)
И если со мной шутишь, то, а, ладно... (пр-р)

Я стелю гладко (у)
Так много детей — в рэпе я трэп-матка (мама)
Скажи, в чём сила, братка? (Ха, е, go)

Водила чувствует мой вайб, он начинает шашковать (ай)
Молодой BUSHIDO ZHO, я должен всё забрать (ай)
Еду 220, чтоб работать, а не спать (ай)
Тебе тут нечего ловить, и я не буду врать (ай)

Водила чувствует мой вайб, он понимает, с кем он едет (skrrt-skrrt)
Видишь моё имя в чартах, bro, ты хочешь кредит (pow)
Мне плевать, что ты базаришь, bro, он просто бредит (nah, nah, nah)
И к чему все разговоры, что-
Не, он дальше не уедет (pow, бр-р-р)

Е, gang, hold on
Get it, пау-крау-пау (фью)""",BUSHIDO ZHO
79,89,"""Останься образом, в тумане моим компасом
Со мною пой, со мною пой ночами вполголоса
Останься образом, в тумане моим компасом
Со мною пой, со мною пой ночами вполголоса

Я покидаю дождливый Ростов
Мимо постов я мчу в город снов
Я за тобой, ты от меня
И все двери твои на засов
Я уличный, да
Но кто сказал, что нам нельзя влюбиться?
Ты домашняя вся
Но мотаешься из столицы в столицу

Ты обходишь букеты
Что брошены к твоим ногам, так небрежно
Ты не веришь в любовь
Но тем, кто в неё верит, ты даришь надежду
Вытесняя из моего сердца
Всех, кто грелся в нём прежде
Ты не друг и не враг
Ты не явь и не сон, что-то между

Прошу, останься образом, в тумане моим компасом
Со мною пой, со мною пой ночами вполголоса
Останься образом, в тумане моим компасом
Со мною пой, со мною пой ночами вполголоса

Покидаю дождливый Ростов
Петляю, как маятник между рядов
Впереди 7 часов
Заправок, мостов, песен, стихов
Городских округов, вокруг будто кино
Тебе главная роль так идёт
Но ты играешь её без слов

Будто мне назло, может, просто повезло с другим
Может, это я плачу за все сердца, что я разбил
Будто мне назло, может, просто повезло с другим
Может, это я плачу за все сердца, что я разбил

Прошу, останься образом, в тумане моим компасом
Со мною пой, со мною пой ночами вполголоса
Останься образом, в тумане моим компасом
Со мною пой, со мною пой ночами вполголоса""",MACAN
80,90,"""Для тебя в моём Lambo' нету места (ах)
После ночи нам вдвоём стало тесно (ах)
Я тебя уже забыл, если честно (ах)
Ты прости, я так устал быть известным (ах)

Известным (oh, no), известным (yeah, yeah)
Ты прости, я так устал быть известным (now, wake up)
Известным (эй, baе!)
Известным (a-а-а)
Ты прости, я так устал быть известным (now, wake up)

Lambo цвета алого лимонада (yeah, йоу)
Под капотом Saint Laurent, Louis, Prada (yeah)
Этой сучки голова там, где надо (внизу)
На моём, угу, осталась помада

Окей, yeah, bae тёмного шоколада (yeah, yeah)
Е, е, в крови не Пина колада (oh, yeah)
Окей, yeah, наша любовь до заката (детка)
Твоим слезам не верят Эмираты

Не моя miss, но mission complete (plete)
Суки на низ, они как рубли (sheesh)
Чё-то блестит, это не капли (chain)
Много переводов, но я не Гоблин

Я хаваю диск — это не CD (пр)
Если сука не сосёт, я говорю: Соси
Я тебя не понимаю, ты меня пойми
Долбоёбов не видать через Louis очки (нет)

Для тебя в моём Lambo' нету места (ах)
После ночи нам вдвоём стало тесно (ах)
Я тебя уже забыл, если честно (ах)
Ты прости, я так устал быть известным (ах)

Известным (oh, no), известным (yeah, yeah)
Ты прости, я так устал быть известным (now, wake up)
Известным (эй, baе!)
Известным (a-а-а)
Ты прости, я так устал быть известным (now, wake up)

No-no
Palagin on the beat (эй-е-е)
А-а-а. Now, wake up
Эй, bae!
А-а-а
Now, wake up""",The Limba feat MORGENSHTERN
81,91,"""Ты, как и я, прекрасно знаешь, что мы не похожи
Но я смотрю в твои глаза, и снова дрожь по коже
Все вокруг глядят, как сумасшедшие, ну что же
Я просто тебя обниму, и плевать на прохожих

Ты, как и я, прекрасно знаешь, что мы не похожи
Но я смотрю в твои глаза, и снова дрожь по коже
Все вокруг глядят, как сумасшедшие, ну что же
Я просто тебя обниму, и плевать на прохожих

Кап-кап, слёзы тают по щекам
И как так — мы виноваты в этом сами
Твой взгляд светит через расстояние
Ты мой маяк, плыву к тебе сквозь океаны я

И если спросят, то мы не в зоне доступа
Без тебя — пустота, но с тобой всё просто так
Ты, как и я, прекрасно знаешь, что мы не похожи
Но я смотрю в твои глаза, и плевать на прохожих

Ты, как и я, прекрасно знаешь, что мы не похожи
Но я смотрю в твои глаза, и снова дрожь по коже
Все вокруг глядят, как сумасшедшие, ну что же
Я просто тебя обниму, и плевать на прохожих

Ты, как и я, прекрасно знаешь, что мы не похожи
Но я смотрю в твои глаза, и снова дрожь по коже
Все вокруг глядят, как сумасшедшие, ну что же
Я просто тебя обниму, и плевать на прохожих (на прохожих)

Ты, как и я, прекрасно знаешь, что мы не похожи
Но я смотрю в твои глаза, и снова дрожь по коже
Все вокруг глядят, как сумасшедшие, ну что же
Я просто тебя обниму, и плевать на прохожих (на прохожих)

Ты, как и я, прекрасно знаешь, что мы не похожи
Но я смотрю в твои глаза, и снова дрожь по коже
Все вокруг глядят, как сумасшедшие, ну что же
Я просто тебя обниму, и плевать на прохожих (на прохожих)""",escape
82,93,"""Увидимся этой зимой
Я в сновидениях видел, но не тебя
Проснись со мною, я невесом
Давай коснёмся друг друга не навсегда

Я видел твой силуэт за рекой
Мрак, а в мраке покой
Страх, как прошлой зимой
Тебя не догнать, я кричал: Постой!
Ты моя боль через ноты ключи
Я за рекой, если что кричи
Я весь в крови, пусть зима горит
К чёрту все фонари

Увидимся этой зимой
Я в сновидениях видел, но не тебя
Проснись со мною, я невесом
Давай коснёмся друг друга не навсегда
Увидимся этой зимой
Я в сновидениях видел, но не тебя
Проснись со мною, я невесом
Давай коснёмся друг друга не навсегда

Увидимся этой зимой
Я не хотел слышать снова слова прощания
И в какой раз уже я не твой
И ты ушла, оставив только обещания

Увидимся этой зимой
Я в сновидениях видел, но не тебя
Проснись со мною, я невесом
Давай коснёмся друг друга не навсегда
Увидимся этой зимой
Я в сновидениях видел, но не тебя
Проснись со мною, я невесом
Давай коснёмся друг друга не навсегда""",Ramil'
83,94,"""Тут качает ганджа в малиновой Ладе
Мутим темы, чтобы быть всегда при своей хате
Волк меняет шкуру, но не своих близких
Мы плечом одним готовы вынести все списки

Рапа-рапа-пам, намутили новый план
Балаклава на лице, да я заядлый растаманджа
Рапа-рапа-пам, намутили новый план
Балаклава на лице, да я заядлый растаманджа

А я со своими в доску, курим папироску
На мне не Lacoste, на мне адики по ГОСТу
Со своими в доску, курим папироску
На мне не Lacoste, на мне адики по ГОСТу

А я со своими в доску, курим папироску
На мне не Lacoste, на мне адики по ГОСТу
Со своими в доску, курим папироску
На мне не Lacoste, на мне адики по ГОСТу

Белый-белый день из салона чёрной тачки
В кармане пятёрки, но я не решал задачки
На районе тёрки: ребятам нужны пачки
Мы поднимаем много, хотя с виду мы не качки

Улица — учитель, научила выживать
Снял предохранитель — значит, нужно нажимать
Кто-то может двигаться, а кто-то наблюдать
Это сложно понять, будни могут помять

И на суете со мной рядом моя банда
Всё по красоте, когда за спиною правда
Главное — по жизни не попутать берега
Если крикнет: Сайга, тебя примет тайга

И на суете со мной рядом моя банда
Всё по красоте, когда за спиною правда
Главное — по жизни не попутать берега
Если крикнeт: Сайга, тебя примет тайга

А я со своими в доску, курим папироску
На мне не Lacoste, на мне адики по ГОСТу
Со своими в доску, курим папироску
На мне не Lacoste, на мне адики по ГОСТу

А я со своими в доску, курим папироску
На мне не Lacoste, на мне адики по ГОСТу
Со своими в доску, курим папироску
На мне не Lacoste, на мне адики по ГОСТу""",ТАТАРИН feat Andery Toronto
84,96,"""Так хочу я обнять и прикоснуться снова
Чтобы навсегда быть лишь рядом с тобою
Нам ведь по пути
Ты только держи меня, крепко держи

Я в объятьях твоих и день и ночь согрета
Так пусть целый мир расскажет нам об этом
Мечту обрели
Ты только держи меня, крепко держи

Ты и я (ты и я)
Улетаем высоко (высоко)
Забери меня с собой
На три метра над уровнем неба

Ты и я (ты и я)
Улетаем высоко (высоко)
Забери меня с собой
На три метра над уровнем неба

Ты мой мир и покой, моё ты отраженье
И с нами любовь до головокруженья
Мой самый родной
Я ночи и дни делю только с тобой

Ты мой миг и мой век, моё ты вдохновенье
Не нужен другой и каждое мгновенье
Теперь я твоя
И сердце моё с тобой уже навсегда

Ты и я (ты и я)
Улетаем высоко (высоко)
Забери меня с собой
На три метра над уровнем неба

Ты и я (ты и я)
Улетаем высоко
Забери меня с собой
На три метра над уровнем неба

Ты и я (ты и я)
Забери меня с собой
На три метра над уровнем неба""",ANIVAR
85,97,"""Не ищи меня
Я заблудился там
Где ночь цвета синего
Моя сильная
Не ищи меня – там лишь боль
Напои меня, и я пьяный не от вина
Не ищи меня, не ищи меня

Не ищи меня
Я заблудился там
Где ночь цвета синего
Моя сильная
Не ищи меня – там лишь боль
Напои меня, и я пьяный не от вина
Не ищи меня, не ищи меня

Не ищи меня в объятия снова
Я хотел любить, но это не любовь
Каждое касание по кайфу
После в одного лишь угасание
Прикасания губ, ночи без снов
Что с тобой не так?
Я хочу диалог
Вся такая сладкая, как мёд
Она то ли тает, то ли течёт

Не ищи меня
Я заблудился там
Где ночь цвета синего
Моя сильная
Не ищи меня – там лишь боль
Напои меня, и я пьяный не от вина
Не ищи меня, не ищи меня

Все твои рассказы о любви – вода
Я, умывшись ею, только пострадал
Набери другим, когда пустота
Грусть пройдёт сама
Так что пусть всё так

Не ищи меня
Ночью без слов
Знаю, что с другим
Говоришь про любовь
Вся такая сладкая, как мёд
Всё, что наболело – после пройдёт

Не ищи меня
Я заблудился там
Где ночь цвета синего
Моя сильная
Не ищи меня – там лишь боль
Напои меня, и я пьяный не от вина
Не ищи меня, не ищи меня

Не ищи меня
Я заблудился там
Где ночь цвета синего
Моя сильная
Не ищи меня – там лишь боль
Напои меня, и я пьяный не от вина
Не ищи меня, не ищи меня""",Ramil'
86,98,"""Пиздуйте нахуй отсюда, ёбаные пидорасы
Так
Эй

Под капотом V12, на Cartier за полночь
Мне давно уже нe 18, суке исполнилось только
Цвет как пчёлка, цвет родной — прям так, со стока
Стрелка мчит за сотку, стрелки на дорогих колготках

Небоскрёбы в smoke, smoke ice kush, но eyes не smoky
Эти караты на мне — теперь они стоят в два раза дороже
В stories'е пара emoji, вау, да ты способен на подвиг
Большие дяди отправят на бойню — дядям всегда было похуй (эй)

Вродe съебался давно, всё так же пугаюсь, когда вижу копов (эй)
Серые схемы, серые деньги — всё оформляем на дропов (yes)
Быстрая жизнь и быстрые тачки — я благородной породы (да)
Нет ничего ведь дороже, чем вдох — мы благодарны Богу

Стейк из красной рыбы, день начинается с музыки Queen'а
Моя кровать king size, но королевы меняются быстро (switch)
Надеюсь последнее, чё я услышу — это будет выстрел
Быстрая смерть, чтобы не думать о том, чё не успел

Шопоголик сучий — я ношу шалав как вещи
Я уже видел всю эту жизнь, кажется, сон был вещий
Нету доверия, нету любви, есть только мувы и деньги
Рубль оставили в прошлом (в прошлом), теперь только доллар и евро (эй)

Новая сука — приятно, ещё приятней — новенький паспорт (е)
Private jet, Дубай — Испания, чтобы порадовать брата (эй)
Как хорошо, что он рос не в России, его не учили бояться
Малому сегодня 12 (малому сегодня 12)

Под капотом V12, на Cartier за полночь
Мне давно уже не 18, суке исполнилось только
Цвет как пчёлка, цвет родной — прям так, со стока
Стрелка мчит за сотку, стрелки на дорогих колготках

Небоскрёбы в smoke, smoke ice kush, но eyes не smoky
Эти караты на мне — теперь они стоят в два раза дороже
В stories'е пара emoji, вау, да ты способен на подвиг
Большие дяди отправят на бойню — дядям всегда было похуй

Пиздуйте нахуй отсюда, ёбаные пидорасы
Так

И пусть с нами успех
Но мы забудем о всём, что у нас есть, когда подойдёт смерть
Хуй с ней, с капустой
Но я совру, если буду базарить, что не в деньгах счастье

И пусть с нами успех
Но мы забудем о всём, что у нас есть, когда подойдёт смерть
Хуй с ней, с капустой
Но я совру, если буду базарить, что не в деньгах счастье

Palagin on the beat

Сынулечка, ну да, у нас тут, прям у нас, утром и крышу чуть не снесло
Мы думали куда-то тикать, а потом вернулись на место
Ну вот сейчас сидим и в погребе бомбоубежище себе приготовили
Так что, ну котик, не волнуйся""",MORGENSHTERN
87,99,"""Ой, подзабыли мы с тобой
Ой йо йо йо ой

Ой, подзабыли мы с тобой,
Что на крови поклялись
Ой сердечко отзовись
Если любишь, то женись

Ой, подзабыли мы с тобой,
Что на крови поклялись
Ой сердечко отзовись
Если любишь, то женись
Если вдруг любовь
Как вы говорите
Чё-то там была
Где-то на Гаити
Что-то в школе было
Что-то было после
Ты его любила
Он кого-то бросил
С вами не согласен я ни в коей мере
Как сказал один безымянный гений
Ежели прошло
Значит не бывало
Мне такой любви
И не надо даром

Ой, подзабыли мы с тобой,
Что на крови поклялись
Ой сердечко отзовись
Если любишь, то женись

Ой, подзабыли мы с тобой,
Что на крови поклялись
Ой сердечко отзовись
Если любишь, то женись

Мне не надо даром ваших обещаний
Просишь ты прощенья
Я прошу прощанья
Мы на этом, зайка, похороним сказку
На моей лужайке накидаю баса
На моем бассейне в это воскресенье
Помню, что сказал безымянный гений
Если вдруг прошло -
Значит не бывало
Мне так хорошо
Одному под покрывалом

Финик, отгадай загадку
Зимой и летом одним цветом

Да знаю, знаю - Саша Атаман

До утра за жили-были

Ой, подзабыли мы с тобой,
Что на крови поклялись
Ой сердечко отзовись
Если любишь, то женись

Ой, подзабыли мы с тобой,
Что на крови поклялись
Ой сердечко отзовись
Если любишь, то женись""",ALEKS ATAMAN feat FINIK
